parameter_id,IMPC_ECG_008_001
analysis_id,x236250p4e0in52
mouse_life_stage,Early adult
pvalue,0.8843054
gene_symbol,Zmynd8
gene_accession_id,MGI:1918025
parameter_name,ST
mouse_strain,129SV
