parameter_name,Embryo Size
pvalue,0.2913099
parameter_id,IMPC_GEP_022_001
mouse_life_stage,E9.5
gene_symbol,Hspa5
analysis_id,2s16544105w4i0t
mouse_strain,C57BL
gene_accession_id,MGI:95835
