parameter_id,IMPC_GEO_011_001
gene_symbol,Fgb
pvalue,0.817966
analysis_id,893f1106k527a61
mouse_life_stage,E15.5
gene_accession_id,MGI:99501
parameter_name,Blood Vessel Morphology
mouse_strain,C57BL
