parameter_name,Body Weight
analysis_id,25l7uz3w96trjh6
mouse_life_stage,Early adult
parameter_id,M-G-P_020_001_001
gene_symbol,Sfpq
mouse_strain,C57BL
pvalue,0.1863255
gene_accession_id,MGI:1918764
