parameter_id,JAX_OFD_015_001
parameter_name,Center resting time
gene_symbol,Nemp2
analysis_id,j16971t8p45u894
pvalue,0.5953214
gene_accession_id,MGI:2444113
mouse_strain,C57BL
mouse_life_stage,Early adult
