parameter_name,Embryo Size
gene_accession_id,MGI:1914556
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_032_001
pvalue,0.1766352
mouse_strain,C57BL
analysis_id,1808k26k69f0dz2
gene_symbol,Zc2hc1a
