parameter_id,MGP_CSD_067_001
mouse_strain,C57BL
pvalue,0.9931986
mouse_life_stage,Early adult
parameter_name,Snout size
analysis_id,h9opj61l7y84t8v
gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
