parameter_id,IMPC_GRS_008_001
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.1713333
analysis_id,31021a9926cq92v
parameter_name,Forelimb grip strength measurement mean
