parameter_id,ICS_FEA_019_001
analysis_id,4aru5313hh8892m
pvalue,0.2841085
mouse_strain,C57BL
gene_accession_id,MGI:2444554
gene_symbol,Mapkap1
parameter_name,% Freezing duration pre-cue-2
mouse_life_stage,Early adult
