gene_symbol,Sdcbp2
gene_accession_id,MGI:2385156
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.9575544
analysis_id,5d686y2u7q98t15
parameter_name,Periphery permanence time
parameter_id,IMPC_OFD_012_001
