parameter_id,MGP_BMI_006_001
mouse_strain,C57BL
gene_accession_id,MGI:1309468
analysis_id,d45cdux9t02jh5t
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
gene_symbol,Casq1
pvalue,0.8585772
mouse_life_stage,Early adult
