parameter_id,IMPC_CSD_051_002
Gene_accession_id,MGI:105072
Parameter_name,Hindlimb nail - number
Mouse_life_stage,Early adult
Mouse_strain,C57BL
pvalue,0.1717583
analysis_id,972kj16z5w4jy74
gene_symbol,Rab22a
