parameter_id,UCD_OWT_008_001
pvalue,0.2053945
mouse_life_stage,Early adult
parameter_name,Liver weight
gene_symbol,Zyg11b
mouse_strain,C57BL
analysis_id,4s2ax4ww76dh4d5
gene_accession_id,MGI:2685277
