parameter_id,IMPC_IMM_063_001
pvalue,0.7467628
analysis_id,v9a99dm30p38053
mouse_life_stage,Early adult
gene_symbol,Pum1
mouse_strain,C57BL
gene_accession_id,MGI:1931749
parameter_name,B Cells
