parameter_id,HMGULA_CBC_018_001
analysis_id,4sf5t8n2c99f88o
gene_accession_id,MGI:1920638
gene_symbol,Bpifa3
pvalue,0.6986968
parameter_name,Glucose
mouse_strain,C57BL
mouse_life_stage,Early adult
