parameter_id,ESLIM_011_001_006
parameter_name,110dB startle magnitude
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:3650254
gene_symbol,Zfp683
pvalue,0.9707126
analysis_id,330sng2it0t8t22
