parameter_id,IMPC_CBC_004_001
analysis_id,k7xg8090i87yk79
parameter_name,Urea (Blood Urea Nitrogen - BUN)
mouse_strain,C57BL
gene_symbol,Hspa5
mouse_life_stage,Early adult
gene_accession_id,MGI:95835
pvalue,0.1789493
