gene_symbol,Hspa5
mouse_strain,C57BL
parameter_name,Limb coat/hair presence
parameter_id,MGP_CSD_030_001
gene_accession_id,MGI:95835
mouse_life_stage,E12.5
analysis_id,sbhr249965m6fg0
pvalue,0.5990289
