gene_symbol,Slc30a4
parameter_name,Center average speed
pvalue,0.9600888
analysis_id,027o2o03z170m99
mouse_life_stage,Late adult
parameter_id,JAX_OFD_017_001
gene_accession_id,MGI:1345282
mouse_strain,C57BL
