parameter_id,IMPC_GEO_064_001
pvalue,0.1542652
gene_symbol,Ola1
gene_accession_id,MGI:1914309
analysis_id,ja4nh4027r1uxx7
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Edema
