gene_symbol,Lurap1
parameter_id,IMPC_DXA_004_001
pvalue,0.07129379
mouse_life_stage,Early adult
analysis_id,dja4g25gs2858xi
parameter_name,Bone Mineral Density (excluding skull)
mouse_strain,C57BL
gene_accession_id,MGI:1915325
