parameter_name,Embryo Size
mouse_life_stage,E9.5
analysis_id,9vkh7g1b2lk6781
gene_accession_id,MGI:1915087
mouse_strain,C57BL
pvalue,0.8894951
gene_symbol,Tiprl
parameter_id,IMPC_GEO_019_001
