gene_symbol,Ints7
parameter_id,IMPC_HEM_002_001
mouse_strain,C57BL
analysis_id,j9001ft8621iyq1
gene_accession_id,MGI:1924315
parameter_name,Red blood cell count
pvalue,0.7585956
mouse_life_stage,Early adult
