gene_symbol,Bcs1l
mouse_life_stage,E12.5
parameter_name,NK Subsets (Q2)
parameter_id,IMPC_IMM_055_001
pvalue,0.9426419
mouse_strain,C57BL
analysis_id,99e4k7hhr47c9v5
gene_accession_id,MGI:1914071
