gene_accession_id,MGI:891989
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_004_002
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
analysis_id,7x24yjkn1use77h
mouse_strain,C57BL
gene_symbol,Npbwr1
pvalue,0.4123896
