gene_symbol,Dmap1
mouse_life_stage,E9.5
gene_accession_id,MGI:1913483
analysis_id,893b06w4uw90me7
parameter_id,IMPC_DXA_004_001
mouse_strain,C57BL
parameter_name,Bone Mineral Density (excluding skull)
pvalue,0.9822805
