gene_symbol,Zmynd19
analysis_id,23385fm7845b1vp
parameter_id,MGP_PBI_011_001
gene_accession_id,MGI:1914437
pvalue,0.5074466
parameter_name,KLRG1+ mature NK cell percentage
mouse_life_stage,Early adult
mouse_strain,C57BL
