mouse_strain,129SV
gene_symbol,Arpc2
mouse_life_stage,Early adult
gene_accession_id,MGI:1923959
analysis_id,299mn9h0b492t55
parameter_name,Monocyte percentage
pvalue,0.9179901
parameter_id,MGP_PBI_016_001
