gene_symbol,Ints7
pvalue,0.1334605
mouse_life_stage,E9.5
analysis_id,dji9v352vt578z9
parameter_name,Aspartate aminotransferase
gene_accession_id,MGI:1924315
mouse_strain,C57BL
parameter_id,IMPC_CBC_012_001
