parameter_id,IMPC_EYE_009_001
analysis_id,00942884r2bo3ep
gene_accession_id,MGI:1860103
parameter_name,Corneal vascularization
gene_symbol,Slc2a8
mouse_strain,C57BL
pvalue,0.8931246
mouse_life_stage,Early adult
