parameter_id,IMPC_DXA_010_001
gene_accession_id,MGI:1913284
pvalue,0.644762
gene_symbol,Psmd14
parameter_name,Bone Area
mouse_life_stage,Early adult
analysis_id,9002033b5ar7g9q
mouse_strain,C57BL
