parameter_name,18kHz-evoked ABR Threshold
parameter_id,IMPC_ABR_008_001
mouse_life_stage,Late adult
analysis_id,dsp68b687h4u0b0
gene_symbol,Nucks1
gene_accession_id,MGI:1934811
pvalue,1.461837
mouse_strain,C57BL
