gene_symbol,Cdin1
parameter_name,Coat - hair distribution - back
mouse_life_stage,E9.5
parameter_id,IMPC_CSD_011_001
gene_accession_id,MGI:3026886
analysis_id,6xt842814s871ex
pvalue,0.4685091
mouse_strain,C57BL
