parameter_id,HMGULA_CBC_005_001
parameter_name,Creatinine
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.6911381
analysis_id,95cst0a2e01jrsq
gene_accession_id,MGI:1913405
gene_symbol,Ufc1
