parameter_name,Calcium
gene_symbol,Ddx27
mouse_strain,129SV
gene_accession_id,MGI:2385884
parameter_id,HMGULA_CBC_009_001
mouse_life_stage,Early adult
analysis_id,v9456fq2717e552
pvalue,0.5360181
