parameter_id,IMPC_IMM_067_001
parameter_name,Follicular B Cells (CD21/35+)
gene_accession_id,MGI:1914836
analysis_id,kbv9b49lnh41k5n
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,UBXN11
pvalue,0.9513419
