parameter_id,M-G-P_014_001_010
analysis_id,87342j8b3z636r4
gene_symbol,Zyg11b
mouse_strain,C57BL
parameter_name,lens opacity
pvalue,0.5629742
gene_accession_id,MGI:2685277
mouse_life_stage,E18.5
