pvalue,0.618724
analysis_id,28940ff93o5dv37
parameter_name,Iron
gene_symbol,Ap5s1
gene_accession_id,MGI:1916846
parameter_id,IMPC_CBC_011_001
mouse_strain,C53BL
mouse_life_stage,Early adult
