gene_symbol,Lpgat1
analysis_id,1i3k11255d8730l
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
pvalue,0.906557
parameter_id,MGP_PBI_027_001
gene_accession_id,MGI:2446186
parameter_name,NK cell number
