parameter_id,IMPC_CSD_036_001
pvalue,0.322323
analysis_id,jhe6u41w304l8a3
parameter_name,Startle response
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:3045306
gene_symbol,Exd1
