parameter_id,IMPC_GEL_017_002
gene_symbol,Gpbp1l1
pvalue,0.9470585
parameter_name,Pale yolk sac
gene_accession_id,MGI:1924360
mouse_strain,C57BL
analysis_id,0tvecil4f86u42e
mouse_life_stage,Early adult
