Gene_symbol,Plcb1
parameter_id,M-G-P_008_001_013
mouse_strain,C57BL
mouse_life_stage,Late adult
pvalue,0.1698513
analysis_id,8top077042p99w7
parameter_name,Startle Response
gene_accession_id,MGI:97613
