parameter_name,Retina (combined)
pvalue,0.3433699
mouse_life_stage,Early adult
analysis_id,7941w8juqm7324s
gene_accession_id,MGI:1860103
parameter_id,IMPC_EYE_092_002
gene_symbol,Slc2a8
mouse_strain,C57BL
