gene_symbol,Dnaaf9
mouse_strain,C57BL
parameter_id,IMPC_OFD_021_001
parameter_name,Number of rears - total
analysis_id,c1gx0my547b1383
gene_accession_id,MGI:1923029
mouse_life_stage,Early adult
pvalue,0.6423535
