parameter_id,UCD_OWT_008_001
parameter_name,Liver weight
pvalue,0.2885285
gene_symbol,Rab3gap2
mouse_strain,C57BL
gene_accession_id,MGI:1916043
analysis_id,xv2228105i6fg76
mouse_life_stage,Early adult
