parameter_id,MGP_IMM_011_001
parameter_name,Resting Treg cells - % of Treg
analysis_id,4v17sy86cmz95hg
pvalue,0.5986266
mouse_strain,C57BL
gene_accession_id,MGI:1918764
gene_symbol,Sfpq
mouse_life_stage,Early adult
