gene_symbol,Trim46
gene_accession_id,MGI:2673000
analysis_id,9u5s934750z0k39
mouse_strain,C57BL
pvalue,0.9733766
parameter_name,Joints
parameter_id,IMPC_XRY_027_001
mouse_life_stage,Early adult
