gene_symbol,Slc39a10
parameter_id,IMPC_CBC_008_001
parameter_name,Total bilirubin
mouse_life_stage,E9.5
analysis_id,60t761r80537a08
mouse_strain,C57BL
gene_accession_id,MGI:1914515
pvalue,0.5971084
