mouse_strain,C57BL
parameter_name,Cholesterol ratio
parameter_id,IMPC_CBC_058_001
gene_accession_id,MGI:96646
gene_symbol,Jun
pvalue,0.8695723
mouse_life_stage,E15.5
analysis_id,qvwtqznawf8n8z6
