parameter_name,Red blood cell count
mouse_life_stage,Early adult
analysis_id,rm77uj9v4314lwj
gene_accession_id,MGI:1913838
parameter_id,ESLIM_016_001_002
mouse_strain,C57BL
gene_symbol,Cmpk1
pvalue,1.282111
