parameter_id,HMGULA_CBC_018_001
pvalue,0.7019297
mouse_strain,C57BL
parameter_name,Glucose
gene_symbol,Col6a3
analysis_id,62kn68x1t7wj625
gene_accession_id,MGI:88461
mouse_life_stage,Early adult
