parameter_id,MGP_IMM_015_001
mouse_strain,C57BL
analysis_id,2986j3hs444fqla
gene_symbol,Snrpb2
pvalue,0.2805126
parameter_name,Resting CD8+ T cells - % of CD8+
mouse_life_stage,Early adult
gene_accession_id,MGI:104805
