gene_symbol,Snap23
gene_accession_id,MGI:109356
mouse_life_stage,Middle aged adult
pvalue,0.7439205
parameter_id,IMPC_ECG_005_001
parameter_name,PQ
mouse_strain,C57BL
analysis_id,231u8l8ta82n22l
