parameter_id,JAXLA_CSD_041_002
mouse_life_stage,Early adult
gene_symbol,Bpifa3
parameter_name,Hindpaw - size
mouse_strain,C57BL
pvalue,0.4641766
gene_accession_id,MGI:1920638
analysis_id,6vr364i1ogsyj4l
