parameter_id,IMPC_DXA_002_001
analysis_id,7m521qj6p7c3792
mouse_strain,C57BL
parameter_name,Fat mass
gene_symbol,Frmpd1
mouse_life_stage,Early adult
pvalue,0.2342398
gene_accession_id,MGI:2446274
