gene_symbol,Lurap1
parameter_name,BMC/Body weight
parameter_id,HRWLLA_DXA_007_001
mouse_strain,C57BL
pvalue,0.07842249
mouse_life_stage,Early adult
analysis_id,70svgzh9fd96184
gene_accession_id,MGI:1915325
