gene_symbol,Kdm4c
parameter_name,Bone Mineral Density (excluding skull)
parameter_id,M-G-P_005_001_004
analysis_id,7c7gq313nx63175
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1924054
pvalue,0.04914023
