parameter_id,IMPC_DXA_009_001
parameter_name,Fat/Body weight
mouse_life_stage,Early adult
gene_symbol,Abo
gene_accession_id,MGI:2135738
mouse_strain,C57BL
pvalue,0.5059205
analysis_id,79a4oy61214482p
