gene_symbol,Ubxn4
parameter_name,Startle Response
analysis_id,7bksn7c04u2s617
pvalue,0.6979267
gene_accession_id,MGI:1915062
mouse_life_stage,Late adult
parameter_id,M-G-P_008_001_013
mouse_strain,C57BL
