gene_symbol,Cdin1
parameter_name,Total T cells - % of CD45+
mouse_life_stage,E9.5
analysis_id,57426qcz383erw3
mouse_strain,C57BL
pvalue,0.9410747
gene_accession_id,MGI:3026886
parameter_id,MGP_IMM_001_001
