parameter_id,MGP_IMM_079_001
gene_accession_id,MGI:1914515
pvalue,0.5585723
gene_symbol,Slc39a10
mouse_strain,C57BL
analysis_id,njlo310tcf39of5
mouse_life_stage,Early adult
parameter_name,KLRG1+ Treg cells - % of CD45+
