gene_symbol,Hnf4a
gene_accession_id,MGI:109128
pvalue,0.3746367
parameter_name,Effector CD8+ T cells - % of CD45+
parameter_id,MGP_IMM_081_001
analysis_id,792mj1b11v2883k
mouse_life_stage,Early adult
mouse_strain,C57BL
