gene_symbol,Nanp
pvalue,0.9336917
gene_accession_id,MGI:1914561
mouse_life_stage,Early adult
analysis_id,615v8kgtae1xk69
mouse_strain,C57BL
parameter_name,CD103+ CD11b-low cDC - % of CD45+
parameter_id,MGP_IMM_131_001
