gene_symbol,Rab13
analysis_id,y2v44z38683g22r
parameter_name,Percentage center time
parameter_id,JAX_OFD_022_001
pvalue,0.262307
mouse_strain,C57BL
gene_accession_id,MGI:1927232
mouse_life_stage,Early adult
